IMG Genome ID 	Culture Collection	Genome Name	Domain	Phylum	Class	Order	Family	Genome Size (bp)	Gene Count	CDS Count	% Coding Bases	% G+C	No. of Scaffolds	Check M Completeness (%)	Gap (%)	N/L50	N/L90	CDS in KEGG	% CDS in KEGG	CDS in COG	% CDS in COG	CDS in Pfam	% CDS in Pfam	GenBank ID/Accession
2524614729	DSMZ	Arenimonas oryziterrae DSM 21050, YC6267	Bacteria	Proteobacteria	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	3091755	2937	2879	92.67	65.65	25	99.66	0	2/765 KB	6/179 KB	851	29.56	2039	70.82	2419	84.02	ATVD00000000
2524023203	DSMZ	Bifidobacterium magnum DSM 20222	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	1825255	1591	1520	88.37	58.71	22	96.62	0	2/287 KB	9/40 KB	521	34.28	1026	67.50	1251	82.30	ATVE00000000
2522572159	DSMZ	Corynebacterium callunae DSM 20147	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	2890958	2761	2679	89.25	52.45	27	99.45	0	5/239 KB	11/102 KB	801	29.90	1756	65.55	2120	79.13	ATVF00000000
2524023165	DSMZ	Corynebacterium massiliense DSM 45435	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	2183019	2042	1976	90.62	64.99	26	97.53	0	5/143 KB	14/47 KB	654	33.10	1354	68.52	1621	82.03	ATVG00000000
2523533601	DSMZ	Fodinicurvata sediminis DSM 21159	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	3690548	3551	3490	91.51	60.63	20	100	0	3/552 KB	9/171 KB	1200	34.38	2629	75.33	3006	86.13	ATVH00000000
2523231050	DSMZ	Nevskia ramosa DSM 11499	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Nevskiaceae	4515285	4071	4011	92.14	64.42	13	99.64	0	2/968 KB	8/202 KB	1237	30.84	2836	70.71	3436	85.66	ATVI00000000
2524614539	DSMZ	Ponticaulis koreensis DSM 19734	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	3400379	3405	3356	91.33	54.81	6	99.68	0	1/2348 KB	3/390 KB	950	28.31	2160	64.36	2635	78.52	ATVJ00000000
2526164525	DSMZ	Gordonia hirsuta K718a, DSM 44140	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	3502422	3265	3193	92.57	68.38	21	98.97	0.006	5/268 KB	12/124 KB	958	30.00	2099	65.74	2632	82.43	ATVK00000000
2524614724	DSMZ	Hymenobacter norwichensis DSM 15439	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	6009995	5054	4999	86.93	56.41	15	100	0.001	3/981 KB	7/336 KB	931	18.62	2539	50.79	3637	72.75	ATVL00000000
2524614596	DSMZ	Marinococcus halotolerans DSM 16375	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	3144775	3302	3212	87.58	48.06	57	98.66	0	9/109 KB	28/32 KB	1008	31.38	2350	73.16	2708	84.31	ATVM00000000
2524023154	DSMZ	Pseudorhodobacter ferrugineus DSM 5888	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	3430274	3480	3430	90.26	58.5	42	99.44	0	8/164 KB	22/52 KB	1158	33.76	2393	69.77	2885	84.11	ATVN00000000
2523231034	DSMZ	Sandarakinorhabdus limnophila DSM 17366	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	2613739	2586	2534	93.03	64.49	11	99.57	0	3/422 KB	7/155 KB	889	35.08	1852	73.09	2185	86.23	ATVO00000000
2524614633	DSMZ	Streptococcus hyovaginalis DSM 12219	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	2077809	2109	2053	86.67	39.86	37	100	0.001	5/176 KB	15/42 KB	677	32.98	1444	70.34	1738	84.66	ATVP00000000
2524614768	DSMZ	Yaniella halotolerans DSM 15476	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	2775456	2633	2576	91.64	55.65	6	95.43	0	1/1588 KB	4/209 KB	836	32.45	1822	70.73	2163	83.97	ATVQ00000000
2524614676	DSMZ	Geovibrio sp. L21-Ace-BES, DSM 26904	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	2971658	2769	2720	91.34	48.53	4	99.14	0	1/2380 KB	2/586 KB	898	33.01	1850	68.01	2279	83.79	ATWF00000000
2524614536	DSMZ	Glaciibacter superstes DSM 21135	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	4802534	4626	4558	91.28	64.38	38	99.49	0	7/255 KB	17/94 KB	1243	27.27	3142	68.93	3785	83.04	ATWH00000000
2526164527	DSMZ	Marinobacter daepoensis DSM 16072	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	3835778	3596	3530	92.22	56.75	17	100	0.001	2/944 KB	7/122 KB	1134	32.12	2576	72.97	3044	86.23	ATWI00000000
2524614884	DSMZ	Ornithinimicrobium pekingense DSM 21552	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	3852644	3598	3540	92.90	72.94	15	99.45	0	4/347 KB	10/234 KB	1011	28.56	2385	67.37	2915	82.34	ATWJ00000000
2526164516	DSMZ	Prevotella denticola DSM 20614	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	3058711	2574	2517	85.49	50.1	58	99.21	0	10/121 KB	26/42 KB	589	23.40	1250	49.66	1884	74.85	ATWK00000000
2524614511	DSMZ	Ruania albidiflava DSM 18029	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Ruaniaceae	4174923	3892	3826	91.13	70.05	60	98.64	0	7/212 KB	23/37 KB	1078	28.18	2535	66.26	3197	83.56	ATWL00000000
2524614805	DSMZ	Serinicoccus marinus DSM 15273	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	3396505	3295	3236	91.52	72.21	29	99.45	0	4/378 KB	11/89 KB	891	27.53	2044	63.16	2556	78.99	ATWM00000000
2526164517	DSMZ	Thalassospira lucentensis DSM 14000	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	4748765	4438	4369	88.80	53.42	23	100	0	4/427 KB	11/211 KB	1458	33.37	3316	75.90	3786	86.66	ATWN00000000
2523533600	DSMZ	Aestuariimicrobium kwangyangense DSM 21549	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	2990149	2692	2636	92.63	68.55	5	99.3	0	2/744 KB	4/348 KB	818	31.03	1870	70.94	2258	85.66	ATXE00000000
2524023150	DSMZ	Agromyces italicus DSM 16388	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	3730505	3451	3397	91.88	70.19	12	99.49	0	3/511 KB	8/177 KB	953	28.05	2315	68.15	2832	83.37	ATXF00000000
2524023187	DSMZ	Agromyces subbeticus DSM 16689	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	4303916	4026	3971	92.22	69.13	34	99.37	0	5/213 KB	18/78 KB	1078	27.15	2711	68.27	3296	83.00	ATXG00000000
2523533580	DSMZ	Thermodesulfatator atlanticus DSM 21156	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	2302285	2297	2240	92.12	44.97	60	99.45	0	11/70 KB	31/27 KB	760	33.93	1505	67.19	1902	84.91	ATXH00000000
2523533618	DSMZ	Thermodesulfobacterium thermophilum DSM 1276	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	1787382	1834	1782	93.43	37.07	46	99.17	0	7/109 KB	21/21 KB	687	38.55	1255	70.43	1521	85.35	ATXI00000000
2524614852	DSMZ	Thermus islandicus DSM 21543	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	2263010	2470	2409	94.24	68.35	67	99.15	0	4/242 KB	22/15 KB	840	34.87	1654	68.66	1957	81.24	ATXJ00000000
2523533557	DSMZ	Aurantimonas coralicida DSM 14790	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	4615647	4398	4329	87.87	66.72	38	100	0	4/316 KB	13/105 KB	1338	30.91	3109	71.82	3617	83.55	ATXK00000000
2523533538	DSMZ	Bavariicoccus seileri WCC 4188, DSM 19936	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	2244559	2196	2128	84.93	38.25	110	99.32	0	18/43 KB	59/10 KB	687	32.28	1491	70.07	1786	83.93	ATXL00000000
2524023146	DSMZ	Bifidobacterium minimum DSM 20102	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	1867315	1588	1535	87.85	62.73	29	99.71	0	4/154 KB	11/58 KB	561	36.55	1079	70.29	1312	85.47	ATXM00000000
2524614659	DSMZ	Brevundimonas naejangsanensis DSM 23858	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	3164519	3096	3025	90.81	66.6	10	100	0	2/409 KB	6/201 KB	942	31.14	2160	71.40	2488	82.25	ATXN00000000
2524614853	DSMZ	Caldicellulosiruptor acetigenus DSM 7040	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	2589957	2498	2434	90.40	36.12	37	99.52	0	7/143 KB	17/55 KB	824	33.85	1666	68.45	2084	85.62	ATXO00000000
2524023226	DSMZ	Nesterenkonia alba DSM 19423	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	2591866	2420	2363	91.66	63.75	36	98.38	0	5/202 KB	16/49 KB	731	30.94	1568	66.36	1925	81.46	ATXP00000000
2524614874	DSMZ	Pseudomonas caeni DSM 24390	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	3025373	2877	2803	89.17	48.26	25	97.7	0	4/312 KB	10/92 KB	952	33.96	2106	75.13	2505	89.37	ATXQ00000000
2523533626	DSMZ	Streptococcus pyogenes DSM 20565	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	1858737	1912	1857	87.51	38.33	31	100	0	5/115 KB	14/44 KB	646	34.79	1298	69.90	1571	84.60	ATXR00000000
2524614679	DSMZ	Halorubrum ezzemoulense DSM 17463	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	3593334	3661	3553	84.89	66.6	97	99.95	0	6/172 KB	37/13 KB	846	23.81	1949	54.86	2402	67.60	ATXS00000000
2523533583	DSMZ	Humibacter albus DSM 18994	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	3693075	3337	3276	90.55	68.01	20	99.49	0	4/434 KB	9/116 KB	919	28.05	2300	70.21	2805	85.62	ATXT00000000
2524023214	DSMZ	Leucobacter chironomi DSM 19883	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	2964712	2751	2690	90.63	69.9	27	100	0	5/268 KB	12/69 KB	782	29.07	1842	68.48	2224	82.68	ATXU00000000
2509601020	DSMZ	Rikenella microfusus Q-1, DSM 15922	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	2880076	2376	2317	83.83	57	2	99.52	0.003	1/2694 KB	1/2694 KB	643	27.75	1303	56.24	1824	78.72	ATXW00000000
2509601041	DSMZ	Flectobacillus major VKMB-859, DSM 103	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	6221030	5011	4949	86.08	37.77	7	100	0.01	1/5432 KB	2/279 KB	934	18.87	2620	52.94	3734	75.45	ATXY00000000
2510065085	DSMZ	Caldanaerobius polysaccharolyticus KMTHCJ, DSM 13641	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	2499862	2542	2479	92.23	41.92	3	99.52	0.052	2/1072 KB	2/1072 KB	808	32.59	1720	69.38	2131	85.96	ATXZ00000000
2517093010	DSMZ	Geminicoccus roseus DSM 18922	Bacteria	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	5698370	5259	5193	90.39	68.55	5	99.25	0.002	1/5421 KB	1/5421 KB	1670	32.16	3907	75.24	4504	86.73	ATYL00000000
2517287030	DSMZ	Haloplanus natans RE 101, DSM 17983	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	3797935	4173	3994	87.88	65	8	99.57	0.005	1/3271 KB	2/429 KB	830	20.78	2025	50.70	2530	63.35	ATYM00000000
2513237112	DSMZ	Massilia alkalitolerans DSM 17462	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	6113501	5501	5420	90.15	65.3	76	99.95	0.014	12/161 KB	35/58 KB	1416	26.13	3510	64.76	4410	81.37	ATYR00000000
2513237113	ATCC	Budvicia aquatica DSM 5075, ATCC 35567	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	5670930	5130	5033	84.18	45.68	121	99.44	0.163	13/140 KB	52/30 KB	1460	29.01	3404	67.63	4098	81.42	ATYS00000000
2513237119	DSMZ	Thermocrispum municipale DSM 44069	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	4526423	4256	4199	89.82	68.88	27	99.65	0.01	4/348 KB	13/105 KB	1138	27.10	2708	64.49	3423	81.52	ATYT00000000
2513237117	DSMZ	Propionibacterium acidipropionici DSM 4900	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	3591152	3372	3313	90.05	68.8	53	100	0.028	8/156 KB	27/34 KB	1008	30.43	2188	66.04	2660	80.29	ATYU00000000
2513237121	DSMZ	Corynebacterium sputi DSM 45148	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	2919400	2854	2792	90.85	61.46	40	100	0.012	8/159 KB	24/37 KB	852	30.52	1775	63.57	2232	79.94	ATYV00000000
2513237120	DSMZ	Glycomyces tenuis DSM 44171	Bacteria	Actinobacteria	Actinobacteria	Glycomycetales	Glycomycetaceae	5735294	5399	5338	88.66	70.36	44	99.46	0.036	8/273 KB	20/128 KB	1096	20.53	3073	57.57	4063	76.11	ATYW00000000
2513237122	DSMZ	Thermocrispum agreste DSM 44070	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	4196086	3841	3783	87.25	69.87	14	100	0.006	3/471 KB	7/255 KB	1038	27.44	2415	63.84	3056	80.78	ATYX00000000
2515154027	DSMZ	Olivibacter sitiensis DSM 17696	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	5055457	4566	4501	89.72	44.62	111	100	0.042	18/87 KB	52/28 KB	865	19.22	2388	53.05	3448	76.61	ATZA00000000
2513237155	DSMZ	Sedimenticola selenatireducens DSM 17993	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified	unclassified	4588530	4331	4276	88.07	56.61	37	99.77	0.069	9/232 KB	22/80 KB	1271	29.72	2832	66.23	3585	83.84	ATZE00000000
2515154144	DSMZ	Shimazuella kribbensis DSM 45090	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	4187023	4333	4241	80.95	38.32	43	99.23	0.143	6/244 KB	17/80 KB	919	21.67	2339	55.15	3061	72.18	ATZF00000000
2524614648	DSMZ	Oenococcus kitaharae NRIC 0645, DSM 17330	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	1843867	1891	1838	91.54	42.55	5	98.13	0.316	1/1746 KB	1/1746 KB	629	34.22	1339	72.85	1513	82.32	ATZG00000000
2524614554	DSMZ	Bacteroides pyogenes DSM 20611	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	3427038	2958	2886	87.88	45.64	73	99.25	0.12	13/80 KB	37/32 KB	678	23.49	1482	51.35	2229	77.23	ATZH00000000
2524614553	DSMZ	Bacteroides graminisolvens DSM 19988	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	3638746	3158	3086	90.08	41.47	33	96.8	0.055	3/204 KB	15/52 KB	762	24.69	1656	53.66	2364	76.60	ATZI00000000
2524614555	DSMZ	Chitinilyticum litopenaei DSM 21440	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	3970645	3716	3630	87.19	62.57	87	99.96	0.089	13/77 KB	44/30 KB	1069	29.45	2408	66.34	2997	82.56	ATZJ00000000
2524614556	DSMZ	Chitinimonas koreensis DSM 17726	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	5586102	4621	4551	87.17	68.74	39	100	0.214	5/507 KB	15/89 KB	1342	29.49	3075	67.57	3794	83.37	ATZZ00000000
2524023241	DSMZ	Epilithonimonas tenax DSM 16811	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	3625890	3631	3458	88.38	37.54	105	100	0.038	14/83 KB	47/18 KB	755	21.83	1741	50.35	2464	71.26	AUAA00000000
2524614562	DSMZ	Halomonas anticariensis FP35, DSM 16096	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	5019539	4807	4729	90.08	58.49	63	100	0.045	9/164 KB	28/48 KB	1566	33.11	3466	73.29	4050	85.64	AUAB00000000
2524614726	DSMZ	Hellea balneolensis DSM 19091	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	3208823	3091	3047	92.93	48.38	10	100	0.012	2/893 KB	6/167 KB	893	29.31	2024	66.43	2475	81.23	AUAC00000000
2524614557	DSMZ	Parabacteroides gordonii MS-1, DSM 23371	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	6679203	5421	5326	91.13	44.41	55	99.62	0.05	7/281 KB	24/75 KB	933	17.52	2554	47.95	4158	78.07	AUAE00000000
2524614643	DSMZ	Zooshikella ganghwensis DSM 15267	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	5798664	5387	5299	83.83	41.02	414	99.25	0.007	50/31 KB	204/6 KB	1213	22.89	2747	51.84	3797	71.66	AUAF00000000
2523533588	ATCC	Mycoplasma gallisepticum ATCC 19610	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	922737	799	756	90.39	31.37	33	100	0.11	6/50 KB	16/19 KB	251	33.20	403	53.31	539	71.30	AUAI00000000
2524614868	ATCC	Xylella fastidiosa multiplex ATCC 35871	Bacteria	Proteobacteria	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	2416255	2376	2314	81.44	51.61	58	99.64	0.131	7/107 KB	20/26 KB	739	31.94	1431	61.84	1665	71.95	AUAJ00000000
2524614860	ATCC	Actinomyces slackii ATCC 49928	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	3172786	2673	2606	88.37	69.99	47	100	0.206	7/127 KB	25/41 KB	778	29.85	1667	63.97	2101	80.62	AUAK00000000
2523533587	ATCC	Acholeplasma axanthum ATCC 25176	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	1807123	1720	1671	92.28	27.98	57	99.33	0.106	10/50 KB	30/20 KB	461	27.59	1054	63.08	1312	78.52	AUAL00000000
2524614866	ATCC	Psychromonas aquimarina ATCC BAA-1526	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	5536570	4865	4772	85.77	42.44	142	100	0.046	12/133 KB	49/23 KB	1312	27.49	3059	64.10	3866	81.01	AUAM00000000
2523231015	DSMZ	Veillonella magna DSM 19857	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	2203313	2046	1980	87.40	44.57	34	100	0.022	4/137 KB	16/32 KB	712	35.96	1467	74.09	1698	85.76	AUAN00000000
2524614798	DSMZ	Brevundimonas aveniformis DSM 17977	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	2579573	2645	2592	92.84	65.09	6	100	0.078	2/620 KB	4/240 KB	805	31.06	1804	69.60	2108	81.33	AUAO00000000
2524023156	DSMZ	Conchiformibius kuhniae DSM 17694	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	2123965	2091	2015	87.98	56.06	51	99.89	0.258	5/108 KB	23/18 KB	687	34.09	1388	68.88	1637	81.24	AUAP00000000
2524614613	DSMZ	Corynebacterium freiburgense DSM 45254	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	2915779	2729	2660	88.54	49.81	20	99.66	0.053	2/481 KB	6/144 KB	758	28.50	1643	61.77	2050	77.07	AUAQ00000000
2524023157	DSMZ	Desulfomicrobium escambiense DSM 10707	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfomicrobiaceae	3784203	3440	3363	90.54	63.63	39	99.38	0.07	7/213 KB	19/77 KB	1057	31.43	2270	67.50	2887	85.85	AUAR00000000
2524023163	DSMZ	Dyadobacter alkalitolerans DSM 23607	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	6289389	5579	5528	91.00	45.65	51	100	0.039	6/424 KB	17/100 KB	972	17.58	2828	51.16	4142	74.93	AUAS00000000
2524614563	DSMZ	Eremococcus coleocola DSM 15696	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	1869643	1898	1852	87.30	38.78	48	99.45	0.088	10/70 KB	26/26 KB	597	32.24	1314	70.95	1571	84.83	AUAT00000000
2523231062	DSMZ	Geothrix fermentans DSM 14018	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	3289813	2986	2922	91.61	68.85	36	99.12	0.059	6/165 KB	21/47 KB	882	30.18	1914	65.50	2413	82.58	AUAU00000000
2524023167	DSMZ	Glaciecola pallidula DSM 14239	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	4363047	3902	3821	86.65	41.14	29	99.58	0.08	6/240 KB	16/111 KB	1069	27.98	2511	65.72	3154	82.54	AUAV00000000
2524023155	DSMZ	Lactobacillus rossiae DSM 15814	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	2864399	2817	2736	86.06	43.34	40	99.46	0.017	6/129 KB	23/32 KB	722	26.39	1826	66.74	2216	80.99	AUAW00000000
2523533533	DSMZ	Hamadaea tsunoensis DSM 44101	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	9478888	8415	8322	89.30	70.8	69	99.3	0.009	11/319 KB	33/93 KB	1466	17.62	4600	55.28	6275	75.40	AUAX00000000
2524614766	DSMZ	Leptotrichia hofstadii DSM 21651	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	2562690	2490	2436	86.33	30.36	19	98.86	0.301	2/442 KB	7/74 KB	700	28.74	1399	57.43	1789	73.44	AUAY00000000
2522572179	DSMZ	Marinobacterium litorale DSM 23545	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	4382506	4316	4223	91.76	56.38	65	100	0.051	11/138 KB	33/37 KB	1300	30.78	2896	68.58	3540	83.83	AUAZ00000000
2523533537	DSMZ	Novosphingobium acidiphilum DSM 19966	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	3709060	3460	3399	92.03	64.25	54	99.93	0.014	8/169 KB	22/52 KB	1074	31.60	2324	68.37	2826	83.14	AUBA00000000
2524614769	DSMZ	Pseudonocardia spinosispora DSM 44797	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	9539542	8665	8549	89.83	69.4	74	100	0.048	7/359 KB	31/63 KB	2012	23.53	5606	65.57	6999	81.87	AUBB00000000
2522572188	DSMZ	Salinarimonas rosea DSM 21201	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	5245321	4952	4889	89.91	71.77	56	99.37	0.011	9/220 KB	26/51 KB	1522	31.13	3493	71.45	4158	85.05	AUBC00000000
2524614862	DSMZ	Silanimonas lenta DSM 16282	Bacteria	Proteobacteria	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	2647044	2455	2392	94.03	71.02	21	99.66	0.094	3/322 KB	9/55 KB	848	35.45	1795	75.04	2103	87.92	AUBD00000000
2522572192	DSMZ	Streptomyces flavidovirens DSM 40150	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	7076138	6547	6458	87.80	70.37	50	99.93	0.004	8/326 KB	27/79 KB	1431	22.16	3782	58.56	5028	77.86	AUBE00000000
2523231055	DSMZ	Actinomyces suimastitidis DSM 15538	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	2294128	2011	1948	90.67	56.38	11	100	0.077	2/576 KB	7/126 KB	666	34.19	1343	68.94	1617	83.01	AUBF00000000
2524023070	DSMZ	Aequorivita capsosiphonis DSM 23843	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	4042904	3681	3630	86.94	36.84	26	99.62	0.092	6/296 KB	13/132 KB	749	20.63	1932	53.22	2698	74.33	AUBG00000000
2524614540	DSMZ	Aestuariibacter salexigens DSM 15300	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	3785908	3491	3419	92.51	48.44	23	99.66	0.031	4/326 KB	12/76 KB	1003	29.34	2356	68.91	2919	85.38	AUBH00000000
2522572157	DSMZ	Acetobacter nitrogenifigens DSM 23921	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	4270516	3901	3842	86.13	60.45	51	100	0.006	6/276 KB	20/48 KB	1063	27.67	2547	66.29	3030	78.87	AUBI00000000
2524614639	DSMZ	Actinoalloteichus cyanogriseus DSM 43889	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	5968963	4992	4910	84.20	72.49	52	100	0.116	5/490 KB	13/201 KB	1190	24.24	3008	61.26	3897	79.37	AUBJ00000000
2524614731	DSMZ	Actinobaculum schaalii DSM 15541	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	2130987	1835	1777	88.68	62.25	27	100	0.061	4/149 KB	12/45 KB	577	32.47	1177	66.24	1411	79.40	AUBK00000000
2523533597	DSMZ	Actinomyces dentalis DSM 19115	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	3533374	2975	2909	85.71	73.07	92	99.53	0.05	19/63 KB	54/21 KB	708	24.34	1621	55.72	2151	73.94	AUBL00000000
2523231019	DSMZ	Actinomyces georgiae DSM 6843	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	2500723	2167	2102	88.03	69.72	24	100	0.201	3/339 KB	9/72 KB	612	29.12	1325	63.04	1659	78.92	AUBM00000000
2524023137	DSMZ	Actinomyces gerencseriae DSM 6844	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	3420019	2893	2826	86.53	70.71	28	99.76	0.038	5/303 KB	13/85 KB	786	27.81	1748	61.85	2222	78.63	AUBN00000000
2523231027	ATCC	Desulfovibrio gigas DSM 1382, ATCC 19364	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	3788225	3411	3339	89.45	63.63	84	100	0.094	17/83 KB	46/27 KB	984	29.47	2039	61.07	2653	79.45	AUBO00000000
2524614631	DSMZ	Desulfovibrio inopinatus DSM 10711	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	5767550	5097	5019	87.94	49.09	69	100	0.138	9/208 KB	24/78 KB	1285	25.60	2891	57.60	3835	76.41	AUBP00000000
